Invoice_ID,Invoice_Date,Due_Date,Customer_ID,Department_ID,Invoice_Category,Invoice_Amount,Paid_Amount,Outstanding_Amount,Payment_Status,Region_ID
INV-013933,2025-10-16,2025-11-15,CUS-01721,DEP-007,Support,13303.71,13303.71,0.0,Paid,REG-03
INV-000182,2025-10-17,2025-11-16,CUS-01718,DEP-006,Consulting,35631.8,35631.8,0.0,Paid,REG-07
INV-000733,2025-10-17,2025-12-16,CUS-00593,DEP-003,Service Revenue,38434.07,38434.07,0.0,Paid,REG-01
INV-001869,2025-10-17,2025-12-16,CUS-00961,DEP-005,Support,7474.58,0.0,7474.58,Overdue,REG-01
INV-003568,2025-10-17,2025-11-16,CUS-00814,DEP-006,Product Sales,14066.33,0.0,14066.33,Cancelled,REG-05
INV-005116,2025-10-17,2025-11-16,CUS-01592,DEP-002,Subscription,24035.26,0.0,24035.26,Overdue,REG-03
INV-005848,2025-10-17,2025-11-16,CUS-01966,DEP-009,Consulting,7825.53,0.0,7825.53,Pending,REG-03
INV-006539,2025-10-17,2025-12-01,CUS-01799,DEP-005,Subscription,13039.99,13039.99,0.0,Paid,REG-01
INV-007945,2025-10-17,2025-11-16,CUS-01827,DEP-003,Other Revenue,15541.17,15541.17,0.0,Paid,REG-06
INV-008823,2025-10-17,2025-12-01,CUS-00545,DEP-007,Other Revenue,50870.57,36624.76,14245.81,Partially Paid,REG-06
INV-008923,2025-10-17,2025-11-01,CUS-01247,DEP-002,Subscription,15343.59,0.0,15343.59,Pending,REG-03
INV-008992,2025-10-17,2025-11-16,CUS-01616,DEP-004,Maintenance,40982.14,0.0,40982.14,Pending,REG-04
INV-010209,2025-10-17,2025-12-01,CUS-01994,DEP-006,Other Revenue,121408.43,121408.43,0.0,Paid,REG-03
INV-011021,2025-10-17,2025-11-16,CUS-00724,DEP-007,Service Revenue,19842.3,19842.3,0.0,Paid,REG-06
INV-012179,2025-10-17,2025-12-16,CUS-01853,DEP-002,Implementation,3573.17,3573.17,0.0,Paid,REG-05
INV-013206,2025-10-17,2025-11-16,CUS-00036,DEP-010,Subscription,26577.15,26577.15,0.0,Paid,REG-05
INV-000756,2025-10-18,2025-12-17,CUS-00704,DEP-008,Product Sales,12558.32,12558.32,0.0,Paid,REG-06
INV-000796,2025-10-18,2025-12-17,CUS-00968,DEP-006,Other Revenue,17774.26,0.0,17774.26,Cancelled,REG-03
INV-001062,2025-10-18,2025-11-17,CUS-00330,DEP-003,Service Revenue,84105.9,84105.9,0.0,Paid,REG-07
INV-002075,2025-10-18,2025-11-17,CUS-01469,DEP-003,Maintenance,4422.95,4422.95,0.0,Paid,REG-02
INV-002195,2025-10-18,2025-11-17,CUS-00103,DEP-008,Service Revenue,18064.18,18064.18,0.0,Paid,REG-01
INV-002252,2025-10-18,2025-11-17,CUS-01439,DEP-008,Subscription,18519.51,18519.51,0.0,Paid,REG-05
INV-002473,2025-10-18,2025-12-17,CUS-01041,DEP-002,Maintenance,30105.26,30105.26,0.0,Paid,REG-08
INV-002545,2025-10-18,2025-12-02,CUS-00405,DEP-005,Subscription,30527.8,3052.78,27475.02,Pending,REG-05
INV-003548,2025-10-18,2025-11-02,CUS-00941,DEP-009,Product Sales,49167.03,49167.03,0.0,Paid,REG-08
INV-004450,2025-10-18,2025-12-17,CUS-01294,DEP-008,Service Revenue,6396.98,6396.98,0.0,Paid,REG-03
INV-004555,2025-10-18,2025-11-17,CUS-01277,DEP-001,Consulting,5232.35,5232.35,0.0,Paid,REG-01
INV-005517,2025-10-18,2025-11-17,CUS-01701,DEP-002,Service Revenue,29804.74,29804.74,0.0,Paid,REG-07
INV-007123,2025-10-18,2025-11-17,CUS-01716,DEP-006,Consulting,13462.85,9738.61,3724.24,Partially Paid,REG-02
INV-008553,2025-10-18,2025-11-17,CUS-00504,DEP-009,Other Revenue,11572.76,11572.76,0.0,Paid,REG-06
INV-008897,2025-10-18,2025-11-17,CUS-00663,DEP-001,Product Sales,12604.04,0.0,12604.04,Overdue,REG-02
INV-009589,2025-10-18,2025-12-02,CUS-01996,DEP-005,Consulting,4104.96,0.0,4104.96,Pending,REG-08
INV-009788,2025-10-18,2025-11-17,CUS-00924,DEP-006,Support,2241.42,2241.42,0.0,Paid,REG-04
INV-009971,2025-10-18,2025-11-17,CUS-01886,DEP-007,Other Revenue,15133.9,7135.06,7998.84,Partially Paid,REG-07
INV-012257,2025-10-18,2025-11-17,CUS-00525,DEP-010,Consulting,26407.28,26407.28,0.0,Paid,REG-06
INV-012818,2025-10-18,2025-12-17,CUS-00733,DEP-003,Subscription,10073.95,10073.95,0.0,Paid,REG-04
INV-013759,2025-10-18,2025-11-17,CUS-01771,DEP-005,Consulting,30979.11,30979.11,0.0,Paid,REG-03
INV-014227,2025-10-18,2025-11-17,CUS-00184,DEP-006,Support,28919.81,11728.18,17191.63,Partially Paid,REG-04
INV-014270,2025-10-18,2025-11-17,CUS-01915,DEP-007,Subscription,40954.1,40954.1,0.0,Paid,REG-02
INV-003915,2025-10-19,2025-11-18,CUS-00379,DEP-010,Maintenance,21721.48,0.0,21721.48,Pending,REG-08
INV-004835,2025-10-19,2025-11-18,CUS-01701,DEP-010,Service Revenue,12705.33,12705.33,0.0,Paid,REG-04
INV-006707,2025-10-19,2025-12-03,CUS-00382,DEP-007,Implementation,24016.31,24016.31,0.0,Paid,REG-07
INV-007642,2025-10-19,2025-11-18,CUS-00723,DEP-002,Product Sales,63017.55,0.0,63017.55,Pending,REG-07
INV-007753,2025-10-19,2025-11-18,CUS-00405,DEP-005,Consulting,58795.27,5879.53,52915.74,Pending,REG-08
INV-008145,2025-10-19,2025-11-18,CUS-01221,DEP-003,Maintenance,8704.78,0.0,8704.78,Pending,REG-01
INV-010286,2025-10-19,2025-11-03,CUS-00540,DEP-004,Product Sales,5098.28,5098.28,0.0,Paid,REG-05
INV-010950,2025-10-19,2025-11-03,CUS-00822,DEP-001,Maintenance,7540.85,5886.82,1654.03,Partially Paid,REG-08
INV-011077,2025-10-19,2025-11-18,CUS-00771,DEP-001,Maintenance,3247.4,3247.4,0.0,Paid,REG-08
INV-011211,2025-10-19,2025-11-18,CUS-01451,DEP-010,Other Revenue,55074.29,17502.33,37571.96,Partially Paid,REG-04
INV-012906,2025-10-19,2025-12-03,CUS-00897,DEP-010,Service Revenue,20145.19,6714.96,13430.23,Partially Paid,REG-05
INV-013437,2025-10-19,2025-12-18,CUS-00239,DEP-004,Other Revenue,9318.91,9318.91,0.0,Paid,REG-04
INV-013739,2025-10-19,2025-12-03,CUS-00287,DEP-002,Implementation,29541.42,29541.42,0.0,Paid,REG-03
INV-014090,2025-10-19,2025-11-03,CUS-01690,DEP-009,Service Revenue,5198.22,5198.22,0.0,Paid,REG-05
INV-014254,2025-10-19,2025-11-03,CUS-00676,DEP-004,Maintenance,6652.08,0.0,6652.08,Pending,REG-03
INV-000242,2025-10-20,2025-12-19,CUS-00708,DEP-001,Other Revenue,18701.92,1870.19,16831.73,Overdue,REG-03
INV-000875,2025-10-20,2025-11-19,CUS-00472,DEP-004,Support,16458.01,16458.01,0.0,Paid,REG-06
INV-001899,2025-10-20,2025-11-19,CUS-01557,DEP-004,Implementation,26278.53,26278.53,0.0,Paid,REG-07
INV-002534,2025-10-20,2025-12-19,CUS-00172,DEP-008,Consulting,25052.88,25052.88,0.0,Paid,REG-06
INV-003546,2025-10-20,2025-11-19,CUS-01254,DEP-003,Maintenance,21200.7,0.0,21200.7,Pending,REG-05
INV-004219,2025-10-20,2025-11-19,CUS-01724,DEP-005,Support,19825.22,19825.22,0.0,Paid,REG-06
INV-005425,2025-10-20,2025-12-04,CUS-01788,DEP-004,Subscription,21158.87,16226.57,4932.3,Partially Paid,REG-01
INV-006676,2025-10-20,2025-12-04,CUS-01628,DEP-005,Product Sales,7006.65,7006.65,0.0,Paid,REG-08
INV-006882,2025-10-20,2025-11-19,CUS-00240,DEP-002,Maintenance,16903.62,16903.62,0.0,Paid,REG-06
INV-008209,2025-10-20,2025-11-19,CUS-01011,DEP-007,Consulting,12824.87,2564.97,10259.9,Pending,REG-02
INV-008454,2025-10-20,2025-12-19,CUS-01088,DEP-006,Consulting,8293.4,8293.4,0.0,Paid,REG-07
INV-008618,2025-10-20,2025-11-19,CUS-00206,DEP-004,Service Revenue,60966.27,0.0,60966.27,Pending,REG-02
INV-008791,2025-10-20,2025-11-04,CUS-01257,DEP-001,Support,23688.21,23688.21,0.0,Paid,REG-03
INV-008814,2025-10-20,2025-11-19,CUS-00961,DEP-008,Implementation,43058.37,0.0,43058.37,Overdue,REG-04
INV-009924,2025-10-20,2025-11-19,CUS-01772,DEP-007,Subscription,21280.48,21280.48,0.0,Paid,REG-06
INV-010426,2025-10-20,2025-11-19,CUS-01647,DEP-003,Support,69490.07,0.0,69490.07,Pending,REG-07
INV-012198,2025-10-20,2025-12-19,CUS-01671,DEP-001,Product Sales,9254.46,4483.01,4771.45,Partially Paid,REG-08
INV-012211,2025-10-20,2025-11-04,CUS-01534,DEP-009,Support,6452.89,0.0,6452.89,Pending,REG-07
INV-014112,2025-10-20,2025-12-04,CUS-01872,DEP-002,Subscription,12032.23,0.0,12032.23,Pending,REG-02
INV-001451,2025-10-21,2025-12-20,CUS-00849,DEP-009,Support,60192.44,25553.46,34638.98,Partially Paid,REG-06
INV-002745,2025-10-21,2025-11-20,CUS-00903,DEP-004,Subscription,2730.95,0.0,2730.95,Pending,REG-06
INV-003035,2025-10-21,2025-11-20,CUS-01884,DEP-006,Implementation,10477.0,10477.0,0.0,Paid,REG-01
INV-003848,2025-10-21,2025-11-20,CUS-01293,DEP-010,Consulting,40082.16,4008.22,36073.94,Overdue,REG-02
INV-004389,2025-10-21,2025-11-20,CUS-00266,DEP-003,Product Sales,13288.86,0.0,13288.86,Pending,REG-05
INV-004513,2025-10-21,2025-11-20,CUS-00677,DEP-005,Other Revenue,14234.56,14234.56,0.0,Paid,REG-04
INV-004529,2025-10-21,2025-12-05,CUS-00985,DEP-004,Product Sales,2232.23,2232.23,0.0,Paid,REG-02
INV-004556,2025-10-21,2025-11-05,CUS-00632,DEP-002,Subscription,10470.09,10470.09,0.0,Paid,REG-03
INV-006232,2025-10-21,2025-12-05,CUS-01563,DEP-003,Consulting,36880.95,36880.95,0.0,Paid,REG-02
INV-007465,2025-10-21,2025-11-20,CUS-00881,DEP-002,Service Revenue,68091.72,68091.72,0.0,Paid,REG-01
INV-007886,2025-10-21,2025-12-20,CUS-00961,DEP-005,Implementation,5510.66,5510.66,0.0,Paid,REG-01
INV-008619,2025-10-21,2025-11-20,CUS-01505,DEP-004,Product Sales,60996.96,60996.96,0.0,Paid,REG-04
INV-008864,2025-10-21,2025-12-20,CUS-01575,DEP-007,Consulting,46517.41,0.0,46517.41,Overdue,REG-01
INV-011855,2025-10-21,2025-11-05,CUS-01199,DEP-007,Service Revenue,5927.82,5927.82,0.0,Paid,REG-08
INV-012222,2025-10-21,2025-12-05,CUS-01886,DEP-001,Other Revenue,62114.71,62114.71,0.0,Paid,REG-01
INV-012956,2025-10-21,2025-11-05,CUS-01452,DEP-002,Subscription,31196.56,31196.56,0.0,Paid,REG-08
INV-013470,2025-10-21,2025-12-20,CUS-00185,DEP-003,Maintenance,112868.55,112868.55,0.0,Paid,REG-01
INV-013504,2025-10-21,2025-11-05,CUS-01199,DEP-008,Maintenance,146688.4,14668.84,132019.56,Pending,REG-06
INV-014179,2025-10-21,2025-11-20,CUS-00030,DEP-004,Maintenance,20387.3,13212.77,7174.53,Partially Paid,REG-07
INV-014878,2025-10-21,2025-11-05,CUS-01455,DEP-009,Support,41918.28,0.0,41918.28,Pending,REG-03
INV-000514,2025-10-22,2025-11-21,CUS-00614,DEP-008,Service Revenue,6529.56,2460.56,4069.0,Partially Paid,REG-05
INV-000731,2025-10-22,2025-12-06,CUS-00886,DEP-002,Consulting,7600.66,0.0,7600.66,Pending,REG-05
INV-002068,2025-10-22,2025-12-06,CUS-01521,DEP-008,Implementation,159460.38,159460.38,0.0,Paid,REG-03
INV-002923,2025-10-22,2025-11-21,CUS-01366,DEP-007,Support,31277.7,31277.7,0.0,Paid,REG-01
INV-004382,2025-10-22,2025-12-21,CUS-01990,DEP-008,Support,11128.78,6418.25,4710.53,Partially Paid,REG-03
INV-005677,2025-10-22,2025-11-21,CUS-01163,DEP-006,Subscription,3072.08,0.0,3072.08,Pending,REG-07
INV-008053,2025-10-22,2025-12-21,CUS-00181,DEP-010,Implementation,46563.7,0.0,46563.7,Pending,REG-04
INV-009910,2025-10-22,2025-11-21,CUS-01873,DEP-006,Implementation,36989.91,0.0,36989.91,Cancelled,REG-07
INV-010776,2025-10-22,2025-11-21,CUS-00352,DEP-006,Maintenance,24831.33,24831.33,0.0,Paid,REG-06
INV-011291,2025-10-22,2025-11-21,CUS-00474,DEP-004,Product Sales,6093.75,0.0,6093.75,Overdue,REG-02
INV-013455,2025-10-22,2025-11-21,CUS-00409,DEP-010,Other Revenue,49079.74,0.0,49079.74,Cancelled,REG-03
INV-014002,2025-10-22,2025-11-21,CUS-00930,DEP-008,Service Revenue,13687.93,13687.93,0.0,Paid,REG-08
INV-014618,2025-10-22,2025-11-21,CUS-00093,DEP-007,Maintenance,51130.27,51130.27,0.0,Paid,REG-03
INV-014768,2025-10-22,2025-11-06,CUS-00610,DEP-003,Product Sales,24813.11,24813.11,0.0,Paid,REG-08
INV-014921,2025-10-22,2025-11-21,CUS-01993,DEP-003,Support,62899.48,62899.48,0.0,Paid,REG-05
INV-000967,2025-10-23,2025-12-22,CUS-01661,DEP-007,Implementation,1925.26,0.0,1925.26,Pending,REG-02
INV-001033,2025-10-23,2025-11-22,CUS-01551,DEP-010,Implementation,29196.91,29196.91,0.0,Paid,REG-08
INV-001209,2025-10-23,2025-11-22,CUS-00311,DEP-003,Maintenance,9785.84,9785.84,0.0,Paid,REG-02
INV-001563,2025-10-23,2025-11-22,CUS-00899,DEP-008,Consulting,47456.32,9491.26,37965.06,Overdue,REG-07
INV-002074,2025-10-23,2025-12-07,CUS-00021,DEP-007,Other Revenue,60528.5,60528.5,0.0,Paid,REG-04
INV-002508,2025-10-23,2025-12-07,CUS-00640,DEP-009,Support,27415.54,27415.54,0.0,Paid,REG-08
INV-002776,2025-10-23,2025-12-07,CUS-01831,DEP-006,Service Revenue,16151.21,0.0,16151.21,Pending,REG-07
INV-004421,2025-10-23,2025-11-22,CUS-00123,DEP-006,Service Revenue,7539.58,0.0,7539.58,Overdue,REG-04
INV-004446,2025-10-23,2025-11-22,CUS-01981,DEP-002,Subscription,53101.91,0.0,53101.91,Cancelled,REG-01
INV-005590,2025-10-23,2025-11-22,CUS-01274,DEP-002,Subscription,89996.46,8999.65,80996.81,Overdue,REG-04
INV-006054,2025-10-23,2025-11-22,CUS-01029,DEP-004,Implementation,9404.26,0.0,9404.26,Overdue,REG-02
INV-006365,2025-10-23,2025-11-22,CUS-00953,DEP-004,Other Revenue,6488.39,6488.39,0.0,Paid,REG-02
INV-006921,2025-10-23,2025-11-22,CUS-01562,DEP-001,Support,49230.99,49230.99,0.0,Paid,REG-07
INV-007258,2025-10-23,2025-12-22,CUS-01044,DEP-002,Implementation,6807.35,6807.35,0.0,Paid,REG-02
INV-007270,2025-10-23,2025-11-22,CUS-00681,DEP-008,Implementation,8380.7,3199.25,5181.45,Partially Paid,REG-01
INV-007337,2025-10-23,2025-12-22,CUS-00984,DEP-004,Subscription,18510.52,18510.52,0.0,Paid,REG-06
INV-007699,2025-10-23,2025-11-22,CUS-00307,DEP-007,Support,12160.72,0.0,12160.72,Pending,REG-03
INV-008639,2025-10-23,2025-11-22,CUS-00193,DEP-010,Product Sales,16943.59,16943.59,0.0,Paid,REG-01
INV-009454,2025-10-23,2025-11-07,CUS-00690,DEP-007,Subscription,7088.89,2478.11,4610.78,Partially Paid,REG-04
INV-009682,2025-10-23,2025-11-22,CUS-01748,DEP-004,Subscription,14920.69,4617.33,10303.36,Partially Paid,REG-06
INV-010466,2025-10-23,2025-11-22,CUS-01439,DEP-003,Maintenance,4905.8,4905.8,0.0,Paid,REG-03
INV-010522,2025-10-23,2025-11-22,CUS-01620,DEP-007,Product Sales,16347.08,16347.08,0.0,Paid,REG-05
INV-010560,2025-10-23,2025-12-22,CUS-01017,DEP-008,Implementation,31558.64,31558.64,0.0,Paid,REG-04
INV-011539,2025-10-23,2025-11-07,CUS-00323,DEP-001,Implementation,12039.13,8519.52,3519.61,Partially Paid,REG-07
INV-012143,2025-10-23,2025-12-22,CUS-00037,DEP-009,Implementation,21378.38,21378.38,0.0,Paid,REG-06
INV-012578,2025-10-23,2025-12-22,CUS-00838,DEP-002,Service Revenue,6614.63,6614.63,0.0,Paid,REG-06
INV-013159,2025-10-23,2025-11-22,CUS-01257,DEP-010,Service Revenue,7391.29,4403.45,2987.84,Partially Paid,REG-04
INV-013540,2025-10-23,2025-11-22,CUS-01687,DEP-004,Implementation,8284.88,1656.98,6627.9,Pending,REG-08
INV-013748,2025-10-23,2025-11-22,CUS-01164,DEP-010,Subscription,1966.49,1966.49,0.0,Paid,REG-01
INV-014387,2025-10-23,2025-12-22,CUS-00894,DEP-008,Maintenance,22466.15,6747.48,15718.67,Partially Paid,REG-06
INV-014442,2025-10-23,2025-11-22,CUS-01617,DEP-010,Product Sales,16827.05,0.0,16827.05,Cancelled,REG-01
INV-002148,2025-10-24,2025-11-08,CUS-00490,DEP-001,Other Revenue,3561.5,0.0,3561.5,Overdue,REG-05
INV-002151,2025-10-24,2025-11-23,CUS-00447,DEP-004,Subscription,9186.22,9186.22,0.0,Paid,REG-07
INV-002347,2025-10-24,2025-12-08,CUS-00852,DEP-007,Other Revenue,32845.93,26442.33,6403.6,Partially Paid,REG-06
INV-003138,2025-10-24,2025-11-23,CUS-01499,DEP-003,Consulting,18426.24,0.0,18426.24,Cancelled,REG-07
INV-003418,2025-10-24,2025-11-23,CUS-00218,DEP-007,Subscription,36088.36,10922.63,25165.73,Partially Paid,REG-04
INV-003420,2025-10-24,2025-12-08,CUS-01244,DEP-004,Implementation,4829.43,4829.43,0.0,Paid,REG-02
INV-004374,2025-10-24,2025-12-23,CUS-01574,DEP-002,Subscription,46087.18,0.0,46087.18,Overdue,REG-01
INV-005659,2025-10-24,2025-12-23,CUS-00513,DEP-010,Maintenance,7766.61,0.0,7766.61,Cancelled,REG-07
INV-005742,2025-10-24,2025-11-23,CUS-01982,DEP-004,Support,55601.25,0.0,55601.25,Pending,REG-05
INV-007127,2025-10-24,2025-11-23,CUS-01081,DEP-001,Implementation,6013.39,6013.39,0.0,Paid,REG-07
INV-007139,2025-10-24,2025-11-23,CUS-01627,DEP-008,Maintenance,46928.19,46928.19,0.0,Paid,REG-08
INV-007232,2025-10-24,2025-12-08,CUS-00560,DEP-003,Support,4593.95,2835.86,1758.09,Partially Paid,REG-01
INV-008598,2025-10-24,2025-11-23,CUS-00128,DEP-010,Other Revenue,44868.6,44868.6,0.0,Paid,REG-07
INV-009309,2025-10-24,2025-11-23,CUS-01612,DEP-006,Subscription,6919.52,6919.52,0.0,Paid,REG-07
INV-009905,2025-10-24,2025-11-23,CUS-00304,DEP-008,Subscription,23474.97,23474.97,0.0,Paid,REG-08
INV-010648,2025-10-24,2025-11-23,CUS-01116,DEP-006,Product Sales,24280.48,24280.48,0.0,Paid,REG-01
INV-011232,2025-10-24,2025-11-08,CUS-01660,DEP-008,Consulting,13043.61,0.0,13043.61,Overdue,REG-06
INV-011832,2025-10-24,2025-11-23,CUS-00082,DEP-005,Implementation,29491.89,29491.89,0.0,Paid,REG-01
INV-012435,2025-10-24,2025-12-23,CUS-01215,DEP-005,Service Revenue,5834.48,5834.48,0.0,Paid,REG-08
INV-013853,2025-10-24,2025-11-23,CUS-00037,DEP-010,Consulting,14632.66,0.0,14632.66,Pending,REG-03
INV-014068,2025-10-24,2025-11-23,CUS-00704,DEP-003,Consulting,5937.91,5937.91,0.0,Paid,REG-03
INV-000049,2025-10-25,2025-11-24,CUS-00604,DEP-009,Maintenance,11641.83,11641.83,0.0,Paid,REG-08
INV-000551,2025-10-25,2025-11-24,CUS-01364,DEP-001,Service Revenue,10961.6,10961.6,0.0,Paid,REG-07
INV-000850,2025-10-25,2025-11-24,CUS-00774,DEP-001,Subscription,22603.71,22603.71,0.0,Paid,REG-06
INV-001071,2025-10-25,2025-11-24,CUS-00338,DEP-003,Implementation,19007.98,19007.98,0.0,Paid,REG-07
INV-002199,2025-10-25,2025-12-09,CUS-01429,DEP-005,Implementation,17480.11,17480.11,0.0,Paid,REG-04
INV-002408,2025-10-25,2025-11-24,CUS-00382,DEP-010,Product Sales,10553.4,0.0,10553.4,Pending,REG-07
INV-002789,2025-10-25,2025-11-24,CUS-01477,DEP-001,Support,7724.87,0.0,7724.87,Overdue,REG-07
INV-004733,2025-10-25,2025-11-24,CUS-00853,DEP-009,Implementation,15567.42,12276.26,3291.16,Partially Paid,REG-07
INV-004928,2025-10-25,2025-11-24,CUS-01194,DEP-008,Implementation,19735.54,19735.54,0.0,Paid,REG-05
INV-005691,2025-10-25,2025-11-24,CUS-00481,DEP-009,Implementation,11520.45,8109.9,3410.55,Partially Paid,REG-02
INV-006460,2025-10-25,2025-11-24,CUS-01347,DEP-001,Other Revenue,30663.05,0.0,30663.05,Pending,REG-06
INV-006534,2025-10-25,2025-11-24,CUS-01128,DEP-004,Consulting,22250.43,22250.43,0.0,Paid,REG-02
INV-006780,2025-10-25,2025-11-24,CUS-01585,DEP-007,Other Revenue,5411.56,3261.51,2150.05,Partially Paid,REG-04
INV-007606,2025-10-25,2025-11-24,CUS-01261,DEP-004,Subscription,23205.43,23205.43,0.0,Paid,REG-04
INV-008736,2025-10-25,2025-11-24,CUS-01656,DEP-001,Maintenance,17798.62,14043.28,3755.34,Partially Paid,REG-05
INV-009332,2025-10-25,2025-11-24,CUS-00842,DEP-008,Service Revenue,8563.93,8563.93,0.0,Paid,REG-07
INV-010965,2025-10-25,2025-11-09,CUS-00174,DEP-006,Consulting,22637.27,22637.27,0.0,Paid,REG-02
INV-011412,2025-10-25,2025-11-09,CUS-00923,DEP-005,Other Revenue,12835.2,1283.52,11551.68,Overdue,REG-01
INV-011808,2025-10-25,2025-11-24,CUS-01222,DEP-002,Service Revenue,3431.04,2422.94,1008.1,Partially Paid,REG-03
INV-011821,2025-10-25,2025-11-24,CUS-00705,DEP-005,Support,9610.45,9610.45,0.0,Paid,REG-08
INV-012086,2025-10-25,2025-11-24,CUS-00004,DEP-002,Subscription,6504.07,650.41,5853.66,Pending,REG-04
INV-013123,2025-10-25,2025-11-24,CUS-00678,DEP-003,Support,23419.41,23419.41,0.0,Paid,REG-05
INV-013394,2025-10-25,2025-11-09,CUS-00968,DEP-003,Consulting,19323.34,19323.34,0.0,Paid,REG-08
INV-014552,2025-10-25,2025-12-24,CUS-01979,DEP-010,Consulting,28292.41,5658.48,22633.93,Overdue,REG-04
INV-000385,2025-10-26,2025-11-25,CUS-01842,DEP-004,Support,10616.9,0.0,10616.9,Cancelled,REG-08
INV-000738,2025-10-26,2025-11-10,CUS-01808,DEP-004,Subscription,22084.62,22084.62,0.0,Paid,REG-08
INV-002238,2025-10-26,2025-11-25,CUS-00080,DEP-009,Product Sales,22893.87,22893.87,0.0,Paid,REG-05
INV-004030,2025-10-26,2025-12-10,CUS-01898,DEP-002,Product Sales,32380.01,9749.0,22631.01,Partially Paid,REG-06
INV-004320,2025-10-26,2025-11-25,CUS-01063,DEP-006,Support,2142.27,0.0,2142.27,Cancelled,REG-08
INV-004445,2025-10-26,2025-11-25,CUS-01212,DEP-004,Subscription,10499.63,0.0,10499.63,Pending,REG-01
INV-004790,2025-10-26,2025-11-25,CUS-01124,DEP-010,Support,15516.29,0.0,15516.29,Overdue,REG-08
INV-005137,2025-10-26,2025-12-25,CUS-00386,DEP-007,Subscription,38893.93,38893.93,0.0,Paid,REG-01
INV-005383,2025-10-26,2025-11-25,CUS-01784,DEP-009,Consulting,22172.49,0.0,22172.49,Pending,REG-06
INV-005616,2025-10-26,2025-12-25,CUS-01995,DEP-010,Other Revenue,11816.07,11816.07,0.0,Paid,REG-07
INV-006008,2025-10-26,2025-11-25,CUS-01841,DEP-002,Other Revenue,14672.84,10610.75,4062.09,Partially Paid,REG-03
INV-006092,2025-10-26,2025-11-25,CUS-01920,DEP-004,Product Sales,56441.22,38894.39,17546.83,Partially Paid,REG-07
INV-007368,2025-10-26,2025-11-25,CUS-00707,DEP-008,Product Sales,30216.65,10625.95,19590.7,Partially Paid,REG-02
INV-007925,2025-10-26,2025-11-25,CUS-01987,DEP-002,Other Revenue,7026.91,0.0,7026.91,Pending,REG-03
INV-008224,2025-10-26,2025-12-25,CUS-00094,DEP-007,Service Revenue,34536.18,34536.18,0.0,Paid,REG-03
INV-008734,2025-10-26,2025-12-25,CUS-01918,DEP-003,Consulting,5810.95,5810.95,0.0,Paid,REG-06
INV-008948,2025-10-26,2025-12-25,CUS-00569,DEP-005,Support,40694.5,40694.5,0.0,Paid,REG-01
INV-009792,2025-10-26,2025-11-25,CUS-01450,DEP-002,Other Revenue,12896.22,0.0,12896.22,Overdue,REG-02
INV-010668,2025-10-26,2025-11-10,CUS-00718,DEP-010,Product Sales,43130.77,43130.77,0.0,Paid,REG-07
INV-011896,2025-10-26,2025-11-25,CUS-00880,DEP-010,Consulting,29533.4,29533.4,0.0,Paid,REG-03
INV-011947,2025-10-26,2025-11-25,CUS-00944,DEP-006,Other Revenue,9265.6,9265.6,0.0,Paid,REG-04
INV-000771,2025-10-27,2025-11-26,CUS-01676,DEP-003,Other Revenue,12778.51,9516.98,3261.53,Partially Paid,REG-02
INV-001412,2025-10-27,2025-12-11,CUS-01369,DEP-010,Consulting,18630.33,0.0,18630.33,Overdue,REG-02
INV-001554,2025-10-27,2025-11-26,CUS-00700,DEP-001,Maintenance,32881.17,3288.12,29593.05,Pending,REG-02
INV-002226,2025-10-27,2025-11-26,CUS-00125,DEP-002,Service Revenue,58760.15,58760.15,0.0,Paid,REG-05
INV-002460,2025-10-27,2025-11-26,CUS-01508,DEP-009,Other Revenue,2882.65,2882.65,0.0,Paid,REG-04
INV-004020,2025-10-27,2025-11-11,CUS-00690,DEP-003,Consulting,36278.49,36278.49,0.0,Paid,REG-03
INV-006025,2025-10-27,2025-11-26,CUS-00536,DEP-007,Maintenance,21027.82,15348.45,5679.37,Partially Paid,REG-08
INV-006497,2025-10-27,2025-11-26,CUS-00641,DEP-002,Other Revenue,3622.59,3622.59,0.0,Paid,REG-05
INV-006702,2025-10-27,2025-12-11,CUS-01257,DEP-001,Support,14415.87,4910.99,9504.88,Partially Paid,REG-08
INV-007451,2025-10-27,2025-11-26,CUS-00369,DEP-001,Consulting,34592.93,24926.03,9666.9,Partially Paid,REG-02
INV-008090,2025-10-27,2025-11-26,CUS-00721,DEP-007,Maintenance,11709.33,11709.33,0.0,Paid,REG-06
INV-008262,2025-10-27,2025-11-26,CUS-01910,DEP-001,Subscription,14617.91,0.0,14617.91,Pending,REG-06
INV-008431,2025-10-27,2025-12-26,CUS-00434,DEP-007,Consulting,3134.1,0.0,3134.1,Pending,REG-08
INV-008557,2025-10-27,2025-12-26,CUS-01526,DEP-002,Product Sales,13348.35,3803.54,9544.81,Partially Paid,REG-08
INV-009622,2025-10-27,2025-12-11,CUS-00388,DEP-002,Implementation,13442.48,13442.48,0.0,Paid,REG-06
INV-009829,2025-10-27,2025-11-26,CUS-01005,DEP-006,Subscription,1790.21,1379.17,411.04,Partially Paid,REG-03
INV-010129,2025-10-27,2025-11-26,CUS-00401,DEP-010,Consulting,18161.13,18161.13,0.0,Paid,REG-06
INV-010759,2025-10-27,2025-11-26,CUS-00145,DEP-007,Implementation,4492.33,4492.33,0.0,Paid,REG-04
