Budget_ID,Year,Quarter,Month,Department_ID,Cost_Center_ID,Category_ID,Budget_Amount,Budget_Type,Region_ID
BUD-202509-DEP-001-CC-103-CAT-009,2025,Q3,September,DEP-001,CC-103,CAT-009,27078.19,Operating,REG-07
BUD-202509-DEP-001-CC-119-CAT-006,2025,Q3,September,DEP-001,CC-119,CAT-006,35214.17,Operating,REG-03
BUD-202509-DEP-001-CC-108-CAT-011,2025,Q3,September,DEP-001,CC-108,CAT-011,33614.57,Capital,REG-03
BUD-202509-DEP-001-CC-114-CAT-015,2025,Q3,September,DEP-001,CC-114,CAT-015,31253.12,Operating,REG-03
BUD-202509-DEP-001-CC-118-CAT-003,2025,Q3,September,DEP-001,CC-118,CAT-003,35031.22,Departmental,REG-04
BUD-202509-DEP-001-CC-110-CAT-008,2025,Q3,September,DEP-001,CC-110,CAT-008,44024.86,Capital,REG-02
BUD-202509-DEP-001-CC-114-CAT-004,2025,Q3,September,DEP-001,CC-114,CAT-004,47089.76,Operating,REG-06
BUD-202509-DEP-001-CC-113-CAT-002,2025,Q3,September,DEP-001,CC-113,CAT-002,25066.22,Operating,REG-06
BUD-202509-DEP-001-CC-116-CAT-007,2025,Q3,September,DEP-001,CC-116,CAT-007,22488.77,Operating,REG-01
BUD-202509-DEP-001-CC-117-CAT-002,2025,Q3,September,DEP-001,CC-117,CAT-002,25274.38,Operating,REG-04
BUD-202509-DEP-001-CC-119-CAT-010,2025,Q3,September,DEP-001,CC-119,CAT-010,26567.4,Operating,REG-01
BUD-202509-DEP-001-CC-103-CAT-001,2025,Q3,September,DEP-001,CC-103,CAT-001,36427.68,Operating,REG-05
BUD-202509-DEP-001-CC-119-CAT-003,2025,Q3,September,DEP-001,CC-119,CAT-003,28896.14,Departmental,REG-02
BUD-202509-DEP-001-CC-115-CAT-010,2025,Q3,September,DEP-001,CC-115,CAT-010,27510.91,Capital,REG-06
BUD-202509-DEP-001-CC-113-CAT-001,2025,Q3,September,DEP-001,CC-113,CAT-001,40506.68,Departmental,REG-01
BUD-202509-DEP-001-CC-113-CAT-001,2025,Q3,September,DEP-001,CC-113,CAT-001,38592.49,Operating,REG-04
BUD-202509-DEP-001-CC-113-CAT-001,2025,Q3,September,DEP-001,CC-113,CAT-001,36430.39,Departmental,REG-02
BUD-202509-DEP-001-CC-109-CAT-001,2025,Q3,September,DEP-001,CC-109,CAT-001,36845.08,Operating,REG-08
BUD-202509-DEP-001-CC-115-CAT-002,2025,Q3,September,DEP-001,CC-115,CAT-002,20940.39,Capital,REG-02
BUD-202509-DEP-001-CC-116-CAT-006,2025,Q3,September,DEP-001,CC-116,CAT-006,33051.53,Capital,REG-03
BUD-202509-DEP-001-CC-112-CAT-013,2025,Q3,September,DEP-001,CC-112,CAT-013,40499.48,Operating,REG-06
BUD-202509-DEP-001-CC-103-CAT-010,2025,Q3,September,DEP-001,CC-103,CAT-010,23855.75,Operating,REG-04
BUD-202509-DEP-002-CC-116-CAT-010,2025,Q3,September,DEP-002,CC-116,CAT-010,18560.01,Project,REG-03
BUD-202509-DEP-002-CC-112-CAT-010,2025,Q3,September,DEP-002,CC-112,CAT-010,18331.55,Operating,REG-08
BUD-202509-DEP-002-CC-111-CAT-008,2025,Q3,September,DEP-002,CC-111,CAT-008,28155.75,Operating,REG-05
BUD-202509-DEP-002-CC-116-CAT-009,2025,Q3,September,DEP-002,CC-116,CAT-009,18963.43,Operating,REG-08
BUD-202509-DEP-002-CC-109-CAT-008,2025,Q3,September,DEP-002,CC-109,CAT-008,30164.52,Operating,REG-03
BUD-202509-DEP-002-CC-116-CAT-003,2025,Q3,September,DEP-002,CC-116,CAT-003,22081.73,Operating,REG-03
BUD-202509-DEP-002-CC-112-CAT-008,2025,Q3,September,DEP-002,CC-112,CAT-008,31195.43,Project,REG-02
BUD-202509-DEP-002-CC-118-CAT-006,2025,Q3,September,DEP-002,CC-118,CAT-006,24734.7,Operating,REG-05
BUD-202509-DEP-002-CC-104-CAT-011,2025,Q3,September,DEP-002,CC-104,CAT-011,24487.95,Operating,REG-08
BUD-202509-DEP-002-CC-108-CAT-013,2025,Q3,September,DEP-002,CC-108,CAT-013,28470.52,Departmental,REG-06
BUD-202509-DEP-002-CC-112-CAT-004,2025,Q3,September,DEP-002,CC-112,CAT-004,31836.28,Operating,REG-04
BUD-202509-DEP-002-CC-113-CAT-001,2025,Q3,September,DEP-002,CC-113,CAT-001,30211.4,Departmental,REG-02
BUD-202509-DEP-002-CC-103-CAT-002,2025,Q3,September,DEP-002,CC-103,CAT-002,14975.72,Operating,REG-08
BUD-202509-DEP-002-CC-115-CAT-014,2025,Q3,September,DEP-002,CC-115,CAT-014,23793.34,Departmental,REG-07
BUD-202509-DEP-002-CC-111-CAT-014,2025,Q3,September,DEP-002,CC-111,CAT-014,20101.49,Operating,REG-03
BUD-202509-DEP-002-CC-101-CAT-007,2025,Q3,September,DEP-002,CC-101,CAT-007,15763.41,Project,REG-01
BUD-202509-DEP-002-CC-101-CAT-014,2025,Q3,September,DEP-002,CC-101,CAT-014,22466.47,Capital,REG-03
BUD-202509-DEP-002-CC-107-CAT-004,2025,Q3,September,DEP-002,CC-107,CAT-004,36361.7,Operating,REG-08
BUD-202509-DEP-002-CC-117-CAT-015,2025,Q3,September,DEP-002,CC-117,CAT-015,26757.99,Operating,REG-03
BUD-202509-DEP-002-CC-111-CAT-013,2025,Q3,September,DEP-002,CC-111,CAT-013,24258.91,Operating,REG-07
BUD-202509-DEP-002-CC-103-CAT-003,2025,Q3,September,DEP-002,CC-103,CAT-003,25235.49,Project,REG-01
BUD-202509-DEP-002-CC-110-CAT-007,2025,Q3,September,DEP-002,CC-110,CAT-007,13764.14,Project,REG-03
BUD-202509-DEP-002-CC-116-CAT-006,2025,Q3,September,DEP-002,CC-116,CAT-006,28153.71,Operating,REG-03
BUD-202509-DEP-002-CC-113-CAT-011,2025,Q3,September,DEP-002,CC-113,CAT-011,24234.12,Capital,REG-04
BUD-202509-DEP-002-CC-116-CAT-011,2025,Q3,September,DEP-002,CC-116,CAT-011,21993.48,Operating,REG-01
BUD-202509-DEP-002-CC-110-CAT-004,2025,Q3,September,DEP-002,CC-110,CAT-004,36985.11,Departmental,REG-04
BUD-202509-DEP-002-CC-117-CAT-005,2025,Q3,September,DEP-002,CC-117,CAT-005,19532.95,Project,REG-07
BUD-202509-DEP-002-CC-107-CAT-006,2025,Q3,September,DEP-002,CC-107,CAT-006,24202.51,Capital,REG-06
BUD-202509-DEP-002-CC-115-CAT-009,2025,Q3,September,DEP-002,CC-115,CAT-009,20994.66,Capital,REG-05
BUD-202509-DEP-002-CC-107-CAT-008,2025,Q3,September,DEP-002,CC-107,CAT-008,28445.13,Departmental,REG-02
BUD-202509-DEP-002-CC-103-CAT-010,2025,Q3,September,DEP-002,CC-103,CAT-010,18846.96,Operating,REG-04
BUD-202509-DEP-002-CC-117-CAT-007,2025,Q3,September,DEP-002,CC-117,CAT-007,13627.07,Departmental,REG-02
BUD-202509-DEP-002-CC-112-CAT-004,2025,Q3,September,DEP-002,CC-112,CAT-004,33352.0,Operating,REG-06
BUD-202509-DEP-002-CC-120-CAT-004,2025,Q3,September,DEP-002,CC-120,CAT-004,37006.25,Project,REG-01
BUD-202509-DEP-002-CC-107-CAT-001,2025,Q3,September,DEP-002,CC-107,CAT-001,26703.06,Operating,REG-06
BUD-202509-DEP-003-CC-119-CAT-003,2025,Q3,September,DEP-003,CC-119,CAT-003,38338.5,Departmental,REG-02
BUD-202509-DEP-003-CC-119-CAT-009,2025,Q3,September,DEP-003,CC-119,CAT-009,38289.76,Operating,REG-06
BUD-202509-DEP-003-CC-110-CAT-002,2025,Q3,September,DEP-003,CC-110,CAT-002,29841.12,Operating,REG-07
BUD-202509-DEP-003-CC-112-CAT-014,2025,Q3,September,DEP-003,CC-112,CAT-014,36822.28,Project,REG-05
BUD-202509-DEP-003-CC-103-CAT-013,2025,Q3,September,DEP-003,CC-103,CAT-013,39784.36,Operating,REG-01
BUD-202509-DEP-003-CC-115-CAT-013,2025,Q3,September,DEP-003,CC-115,CAT-013,45870.04,Operating,REG-08
BUD-202509-DEP-003-CC-109-CAT-014,2025,Q3,September,DEP-003,CC-109,CAT-014,37166.82,Project,REG-03
BUD-202509-DEP-003-CC-106-CAT-010,2025,Q3,September,DEP-003,CC-106,CAT-010,34550.36,Capital,REG-01
BUD-202509-DEP-003-CC-106-CAT-014,2025,Q3,September,DEP-003,CC-106,CAT-014,38392.3,Operating,REG-02
BUD-202509-DEP-003-CC-105-CAT-015,2025,Q3,September,DEP-003,CC-105,CAT-015,36051.79,Operating,REG-06
BUD-202509-DEP-003-CC-108-CAT-002,2025,Q3,September,DEP-003,CC-108,CAT-002,29455.67,Operating,REG-02
BUD-202509-DEP-003-CC-103-CAT-010,2025,Q3,September,DEP-003,CC-103,CAT-010,33908.54,Project,REG-01
BUD-202509-DEP-003-CC-101-CAT-001,2025,Q3,September,DEP-003,CC-101,CAT-001,46137.39,Operating,REG-06
BUD-202509-DEP-003-CC-111-CAT-007,2025,Q3,September,DEP-003,CC-111,CAT-007,25277.99,Project,REG-02
BUD-202509-DEP-003-CC-119-CAT-002,2025,Q3,September,DEP-003,CC-119,CAT-002,27021.45,Departmental,REG-04
BUD-202509-DEP-003-CC-104-CAT-006,2025,Q3,September,DEP-003,CC-104,CAT-006,42409.29,Operating,REG-02
BUD-202509-DEP-003-CC-119-CAT-010,2025,Q3,September,DEP-003,CC-119,CAT-010,33166.36,Capital,REG-04
BUD-202509-DEP-003-CC-113-CAT-005,2025,Q3,September,DEP-003,CC-113,CAT-005,30242.54,Operating,REG-08
BUD-202509-DEP-003-CC-105-CAT-010,2025,Q3,September,DEP-003,CC-105,CAT-010,33140.77,Departmental,REG-06
BUD-202509-DEP-003-CC-110-CAT-005,2025,Q3,September,DEP-003,CC-110,CAT-005,31455.93,Capital,REG-04
BUD-202509-DEP-003-CC-112-CAT-005,2025,Q3,September,DEP-003,CC-112,CAT-005,35831.14,Operating,REG-04
BUD-202509-DEP-003-CC-112-CAT-005,2025,Q3,September,DEP-003,CC-112,CAT-005,29914.99,Operating,REG-07
BUD-202509-DEP-003-CC-116-CAT-001,2025,Q3,September,DEP-003,CC-116,CAT-001,46633.07,Capital,REG-04
BUD-202509-DEP-003-CC-119-CAT-003,2025,Q3,September,DEP-003,CC-119,CAT-003,41669.76,Operating,REG-06
BUD-202509-DEP-003-CC-107-CAT-001,2025,Q3,September,DEP-003,CC-107,CAT-001,43507.1,Capital,REG-04
BUD-202509-DEP-003-CC-106-CAT-012,2025,Q3,September,DEP-003,CC-106,CAT-012,27399.93,Departmental,REG-01
BUD-202509-DEP-003-CC-117-CAT-008,2025,Q3,September,DEP-003,CC-117,CAT-008,51108.72,Operating,REG-06
BUD-202509-DEP-003-CC-101-CAT-001,2025,Q3,September,DEP-003,CC-101,CAT-001,43259.91,Project,REG-01
BUD-202509-DEP-003-CC-103-CAT-006,2025,Q3,September,DEP-003,CC-103,CAT-006,44449.4,Departmental,REG-04
BUD-202509-DEP-003-CC-118-CAT-002,2025,Q3,September,DEP-003,CC-118,CAT-002,27495.06,Departmental,REG-02
BUD-202509-DEP-003-CC-113-CAT-005,2025,Q3,September,DEP-003,CC-113,CAT-005,31364.26,Operating,REG-06
BUD-202509-DEP-003-CC-105-CAT-001,2025,Q3,September,DEP-003,CC-105,CAT-001,44526.39,Departmental,REG-05
BUD-202509-DEP-003-CC-111-CAT-013,2025,Q3,September,DEP-003,CC-111,CAT-013,47208.64,Operating,REG-03
BUD-202509-DEP-003-CC-110-CAT-008,2025,Q3,September,DEP-003,CC-110,CAT-008,48809.07,Operating,REG-06
BUD-202509-DEP-003-CC-110-CAT-003,2025,Q3,September,DEP-003,CC-110,CAT-003,35713.02,Departmental,REG-06
BUD-202509-DEP-003-CC-118-CAT-007,2025,Q3,September,DEP-003,CC-118,CAT-007,22736.14,Operating,REG-07
BUD-202509-DEP-003-CC-101-CAT-014,2025,Q3,September,DEP-003,CC-101,CAT-014,32141.47,Departmental,REG-04
BUD-202509-DEP-003-CC-103-CAT-011,2025,Q3,September,DEP-003,CC-103,CAT-011,36789.43,Operating,REG-01
BUD-202509-DEP-003-CC-110-CAT-005,2025,Q3,September,DEP-003,CC-110,CAT-005,32357.66,Operating,REG-08
BUD-202509-DEP-003-CC-113-CAT-007,2025,Q3,September,DEP-003,CC-113,CAT-007,21144.11,Departmental,REG-01
BUD-202509-DEP-003-CC-106-CAT-003,2025,Q3,September,DEP-003,CC-106,CAT-003,34781.57,Operating,REG-06
BUD-202509-DEP-003-CC-116-CAT-009,2025,Q3,September,DEP-003,CC-116,CAT-009,33532.26,Operating,REG-01
BUD-202509-DEP-003-CC-101-CAT-004,2025,Q3,September,DEP-003,CC-101,CAT-004,54731.62,Capital,REG-04
BUD-202509-DEP-004-CC-106-CAT-007,2025,Q3,September,DEP-004,CC-106,CAT-007,17218.59,Capital,REG-06
BUD-202509-DEP-004-CC-116-CAT-007,2025,Q3,September,DEP-004,CC-116,CAT-007,17222.86,Capital,REG-03
BUD-202509-DEP-004-CC-105-CAT-012,2025,Q3,September,DEP-004,CC-105,CAT-012,21986.21,Operating,REG-01
BUD-202509-DEP-004-CC-113-CAT-004,2025,Q3,September,DEP-004,CC-113,CAT-004,36197.38,Operating,REG-08
BUD-202509-DEP-004-CC-106-CAT-011,2025,Q3,September,DEP-004,CC-106,CAT-011,25808.81,Project,REG-02
BUD-202509-DEP-004-CC-105-CAT-013,2025,Q3,September,DEP-004,CC-105,CAT-013,31944.7,Operating,REG-06
BUD-202509-DEP-004-CC-103-CAT-012,2025,Q3,September,DEP-004,CC-103,CAT-012,18397.5,Operating,REG-04
BUD-202509-DEP-004-CC-118-CAT-010,2025,Q3,September,DEP-004,CC-118,CAT-010,19468.74,Operating,REG-08
BUD-202509-DEP-004-CC-115-CAT-002,2025,Q3,September,DEP-004,CC-115,CAT-002,19211.71,Operating,REG-04
BUD-202509-DEP-004-CC-110-CAT-004,2025,Q3,September,DEP-004,CC-110,CAT-004,35908.16,Project,REG-05
BUD-202509-DEP-004-CC-115-CAT-013,2025,Q3,September,DEP-004,CC-115,CAT-013,31280.94,Operating,REG-01
BUD-202509-DEP-004-CC-117-CAT-010,2025,Q3,September,DEP-004,CC-117,CAT-010,19879.3,Project,REG-05
BUD-202509-DEP-004-CC-104-CAT-008,2025,Q3,September,DEP-004,CC-104,CAT-008,36027.23,Operating,REG-06
BUD-202509-DEP-004-CC-111-CAT-014,2025,Q3,September,DEP-004,CC-111,CAT-014,25029.82,Project,REG-03
BUD-202509-DEP-004-CC-115-CAT-004,2025,Q3,September,DEP-004,CC-115,CAT-004,38735.43,Operating,REG-04
BUD-202509-DEP-004-CC-120-CAT-013,2025,Q3,September,DEP-004,CC-120,CAT-013,33362.65,Operating,REG-08
BUD-202509-DEP-004-CC-107-CAT-003,2025,Q3,September,DEP-004,CC-107,CAT-003,24550.78,Operating,REG-05
BUD-202509-DEP-004-CC-112-CAT-005,2025,Q3,September,DEP-004,CC-112,CAT-005,23702.01,Departmental,REG-08
BUD-202509-DEP-004-CC-109-CAT-011,2025,Q3,September,DEP-004,CC-109,CAT-011,25238.72,Capital,REG-02
BUD-202509-DEP-004-CC-117-CAT-015,2025,Q3,September,DEP-004,CC-117,CAT-015,26208.13,Operating,REG-02
BUD-202509-DEP-004-CC-112-CAT-011,2025,Q3,September,DEP-004,CC-112,CAT-011,29399.94,Operating,REG-02
BUD-202509-DEP-004-CC-117-CAT-008,2025,Q3,September,DEP-004,CC-117,CAT-008,33856.37,Operating,REG-03
BUD-202509-DEP-004-CC-101-CAT-002,2025,Q3,September,DEP-004,CC-101,CAT-002,20168.04,Project,REG-04
BUD-202509-DEP-004-CC-104-CAT-010,2025,Q3,September,DEP-004,CC-104,CAT-010,20184.27,Operating,REG-08
BUD-202509-DEP-004-CC-114-CAT-015,2025,Q3,September,DEP-004,CC-114,CAT-015,24687.68,Capital,REG-01
BUD-202509-DEP-004-CC-102-CAT-005,2025,Q3,September,DEP-004,CC-102,CAT-005,22235.06,Operating,REG-08
BUD-202509-DEP-004-CC-102-CAT-004,2025,Q3,September,DEP-004,CC-102,CAT-004,36589.06,Capital,REG-04
BUD-202509-DEP-004-CC-109-CAT-009,2025,Q3,September,DEP-004,CC-109,CAT-009,20639.43,Operating,REG-03
BUD-202509-DEP-004-CC-113-CAT-015,2025,Q3,September,DEP-004,CC-113,CAT-015,24588.02,Operating,REG-04
BUD-202509-DEP-004-CC-118-CAT-003,2025,Q3,September,DEP-004,CC-118,CAT-003,22728.69,Operating,REG-01
BUD-202509-DEP-004-CC-101-CAT-008,2025,Q3,September,DEP-004,CC-101,CAT-008,33990.88,Operating,REG-02
BUD-202509-DEP-004-CC-102-CAT-004,2025,Q3,September,DEP-004,CC-102,CAT-004,40303.71,Operating,REG-08
BUD-202509-DEP-004-CC-104-CAT-003,2025,Q3,September,DEP-004,CC-104,CAT-003,27094.14,Project,REG-07
BUD-202509-DEP-004-CC-119-CAT-012,2025,Q3,September,DEP-004,CC-119,CAT-012,21703.29,Project,REG-04
BUD-202509-DEP-004-CC-110-CAT-002,2025,Q3,September,DEP-004,CC-110,CAT-002,16957.93,Operating,REG-03
BUD-202509-DEP-004-CC-112-CAT-015,2025,Q3,September,DEP-004,CC-112,CAT-015,25104.77,Capital,REG-04
BUD-202509-DEP-004-CC-120-CAT-001,2025,Q3,September,DEP-004,CC-120,CAT-001,28165.6,Project,REG-04
BUD-202509-DEP-004-CC-120-CAT-003,2025,Q3,September,DEP-004,CC-120,CAT-003,22962.49,Operating,REG-08
BUD-202509-DEP-004-CC-110-CAT-012,2025,Q3,September,DEP-004,CC-110,CAT-012,19559.69,Departmental,REG-08
BUD-202509-DEP-004-CC-103-CAT-010,2025,Q3,September,DEP-004,CC-103,CAT-010,22448.33,Project,REG-03
BUD-202509-DEP-004-CC-107-CAT-015,2025,Q3,September,DEP-004,CC-107,CAT-015,27697.21,Project,REG-05
BUD-202509-DEP-004-CC-110-CAT-014,2025,Q3,September,DEP-004,CC-110,CAT-014,25887.08,Operating,REG-06
BUD-202509-DEP-004-CC-110-CAT-011,2025,Q3,September,DEP-004,CC-110,CAT-011,29317.05,Operating,REG-02
BUD-202509-DEP-005-CC-104-CAT-001,2025,Q3,September,DEP-005,CC-104,CAT-001,35014.8,Operating,REG-05
BUD-202509-DEP-005-CC-102-CAT-003,2025,Q3,September,DEP-005,CC-102,CAT-003,32223.77,Project,REG-02
BUD-202509-DEP-005-CC-104-CAT-013,2025,Q3,September,DEP-005,CC-104,CAT-013,36205.97,Operating,REG-02
BUD-202509-DEP-005-CC-105-CAT-014,2025,Q3,September,DEP-005,CC-105,CAT-014,25847.22,Operating,REG-04
BUD-202509-DEP-005-CC-104-CAT-011,2025,Q3,September,DEP-005,CC-104,CAT-011,31303.17,Operating,REG-08
BUD-202509-DEP-005-CC-120-CAT-008,2025,Q3,September,DEP-005,CC-120,CAT-008,42475.32,Project,REG-04
BUD-202509-DEP-005-CC-105-CAT-012,2025,Q3,September,DEP-005,CC-105,CAT-012,25269.44,Operating,REG-05
BUD-202509-DEP-005-CC-112-CAT-011,2025,Q3,September,DEP-005,CC-112,CAT-011,32810.97,Operating,REG-05
BUD-202509-DEP-005-CC-106-CAT-003,2025,Q3,September,DEP-005,CC-106,CAT-003,28388.45,Operating,REG-03
BUD-202509-DEP-005-CC-110-CAT-005,2025,Q3,September,DEP-005,CC-110,CAT-005,24431.5,Capital,REG-02
BUD-202509-DEP-005-CC-107-CAT-002,2025,Q3,September,DEP-005,CC-107,CAT-002,21385.94,Capital,REG-07
BUD-202509-DEP-005-CC-117-CAT-006,2025,Q3,September,DEP-005,CC-117,CAT-006,32265.7,Operating,REG-02
BUD-202509-DEP-005-CC-119-CAT-003,2025,Q3,September,DEP-005,CC-119,CAT-003,29657.11,Capital,REG-06
BUD-202509-DEP-005-CC-116-CAT-013,2025,Q3,September,DEP-005,CC-116,CAT-013,30853.3,Operating,REG-03
BUD-202509-DEP-005-CC-106-CAT-014,2025,Q3,September,DEP-005,CC-106,CAT-014,26479.73,Operating,REG-02
BUD-202509-DEP-005-CC-105-CAT-003,2025,Q3,September,DEP-005,CC-105,CAT-003,29850.85,Operating,REG-08
BUD-202509-DEP-005-CC-118-CAT-002,2025,Q3,September,DEP-005,CC-118,CAT-002,21977.4,Operating,REG-03
BUD-202509-DEP-005-CC-108-CAT-007,2025,Q3,September,DEP-005,CC-108,CAT-007,19534.26,Capital,REG-03
BUD-202509-DEP-005-CC-110-CAT-015,2025,Q3,September,DEP-005,CC-110,CAT-015,27690.33,Operating,REG-03
BUD-202509-DEP-005-CC-114-CAT-005,2025,Q3,September,DEP-005,CC-114,CAT-005,25756.6,Operating,REG-07
BUD-202509-DEP-005-CC-116-CAT-002,2025,Q3,September,DEP-005,CC-116,CAT-002,23094.82,Operating,REG-01
BUD-202509-DEP-005-CC-114-CAT-006,2025,Q3,September,DEP-005,CC-114,CAT-006,35724.29,Project,REG-05
BUD-202509-DEP-005-CC-112-CAT-013,2025,Q3,September,DEP-005,CC-112,CAT-013,38006.83,Project,REG-06
BUD-202509-DEP-005-CC-105-CAT-015,2025,Q3,September,DEP-005,CC-105,CAT-015,28665.98,Operating,REG-08
BUD-202509-DEP-005-CC-111-CAT-002,2025,Q3,September,DEP-005,CC-111,CAT-002,24061.43,Capital,REG-02
BUD-202509-DEP-005-CC-111-CAT-011,2025,Q3,September,DEP-005,CC-111,CAT-011,31107.33,Capital,REG-01
BUD-202509-DEP-005-CC-114-CAT-003,2025,Q3,September,DEP-005,CC-114,CAT-003,26899.87,Departmental,REG-03
BUD-202509-DEP-005-CC-105-CAT-009,2025,Q3,September,DEP-005,CC-105,CAT-009,26602.13,Operating,REG-06
BUD-202509-DEP-005-CC-106-CAT-011,2025,Q3,September,DEP-005,CC-106,CAT-011,35183.78,Operating,REG-03
BUD-202509-DEP-005-CC-106-CAT-012,2025,Q3,September,DEP-005,CC-106,CAT-012,24377.11,Capital,REG-08
BUD-202509-DEP-005-CC-102-CAT-004,2025,Q3,September,DEP-005,CC-102,CAT-004,38944.39,Operating,REG-05
BUD-202509-DEP-005-CC-101-CAT-013,2025,Q3,September,DEP-005,CC-101,CAT-013,35409.33,Operating,REG-07
BUD-202509-DEP-006-CC-102-CAT-012,2025,Q3,September,DEP-006,CC-102,CAT-012,16379.73,Project,REG-04
BUD-202509-DEP-006-CC-110-CAT-001,2025,Q3,September,DEP-006,CC-110,CAT-001,22664.11,Project,REG-02
BUD-202509-DEP-006-CC-109-CAT-002,2025,Q3,September,DEP-006,CC-109,CAT-002,13782.57,Operating,REG-07
BUD-202509-DEP-006-CC-114-CAT-011,2025,Q3,September,DEP-006,CC-114,CAT-011,24119.0,Operating,REG-03
BUD-202509-DEP-006-CC-116-CAT-003,2025,Q3,September,DEP-006,CC-116,CAT-003,17860.61,Operating,REG-06
BUD-202509-DEP-006-CC-116-CAT-003,2025,Q3,September,DEP-006,CC-116,CAT-003,21984.58,Capital,REG-01
BUD-202509-DEP-006-CC-105-CAT-009,2025,Q3,September,DEP-006,CC-105,CAT-009,16516.86,Operating,REG-01
BUD-202509-DEP-006-CC-120-CAT-010,2025,Q3,September,DEP-006,CC-120,CAT-010,15001.59,Capital,REG-07
BUD-202509-DEP-006-CC-112-CAT-007,2025,Q3,September,DEP-006,CC-112,CAT-007,12065.51,Operating,REG-05
BUD-202509-DEP-006-CC-120-CAT-002,2025,Q3,September,DEP-006,CC-120,CAT-002,15548.87,Operating,REG-02
BUD-202509-DEP-006-CC-102-CAT-013,2025,Q3,September,DEP-006,CC-102,CAT-013,26473.94,Project,REG-06
BUD-202509-DEP-006-CC-103-CAT-013,2025,Q3,September,DEP-006,CC-103,CAT-013,25181.93,Project,REG-04
BUD-202509-DEP-006-CC-120-CAT-007,2025,Q3,September,DEP-006,CC-120,CAT-007,12570.48,Departmental,REG-01
BUD-202509-DEP-006-CC-108-CAT-003,2025,Q3,September,DEP-006,CC-108,CAT-003,18803.5,Departmental,REG-08
BUD-202509-DEP-006-CC-120-CAT-007,2025,Q3,September,DEP-006,CC-120,CAT-007,12003.89,Capital,REG-07
BUD-202509-DEP-006-CC-106-CAT-008,2025,Q3,September,DEP-006,CC-106,CAT-008,28452.41,Operating,REG-05
BUD-202509-DEP-006-CC-105-CAT-014,2025,Q3,September,DEP-006,CC-105,CAT-014,20292.58,Departmental,REG-02
BUD-202509-DEP-006-CC-108-CAT-007,2025,Q3,September,DEP-006,CC-108,CAT-007,13108.53,Project,REG-05
BUD-202509-DEP-006-CC-119-CAT-007,2025,Q3,September,DEP-006,CC-119,CAT-007,11348.28,Operating,REG-04
BUD-202509-DEP-006-CC-101-CAT-009,2025,Q3,September,DEP-006,CC-101,CAT-009,19538.37,Departmental,REG-08
BUD-202509-DEP-006-CC-105-CAT-001,2025,Q3,September,DEP-006,CC-105,CAT-001,26860.67,Operating,REG-03
BUD-202509-DEP-006-CC-104-CAT-001,2025,Q3,September,DEP-006,CC-104,CAT-001,23896.31,Operating,REG-04
BUD-202509-DEP-006-CC-113-CAT-006,2025,Q3,September,DEP-006,CC-113,CAT-006,21371.71,Operating,REG-04
BUD-202509-DEP-006-CC-107-CAT-007,2025,Q3,September,DEP-006,CC-107,CAT-007,11427.74,Operating,REG-08
BUD-202509-DEP-006-CC-109-CAT-003,2025,Q3,September,DEP-006,CC-109,CAT-003,17821.37,Operating,REG-06
BUD-202509-DEP-006-CC-110-CAT-007,2025,Q3,September,DEP-006,CC-110,CAT-007,11983.74,Operating,REG-07
BUD-202509-DEP-006-CC-112-CAT-011,2025,Q3,September,DEP-006,CC-112,CAT-011,22731.51,Operating,REG-04
BUD-202509-DEP-006-CC-118-CAT-007,2025,Q3,September,DEP-006,CC-118,CAT-007,12216.1,Departmental,REG-07
BUD-202509-DEP-006-CC-116-CAT-011,2025,Q3,September,DEP-006,CC-116,CAT-011,21825.28,Operating,REG-06
BUD-202509-DEP-006-CC-107-CAT-012,2025,Q3,September,DEP-006,CC-107,CAT-012,16001.72,Operating,REG-01
BUD-202509-DEP-006-CC-103-CAT-001,2025,Q3,September,DEP-006,CC-103,CAT-001,25183.35,Operating,REG-06
BUD-202509-DEP-006-CC-120-CAT-014,2025,Q3,September,DEP-006,CC-120,CAT-014,19837.68,Departmental,REG-01
BUD-202509-DEP-006-CC-105-CAT-012,2025,Q3,September,DEP-006,CC-105,CAT-012,15129.78,Operating,REG-03
BUD-202509-DEP-006-CC-107-CAT-015,2025,Q3,September,DEP-006,CC-107,CAT-015,23071.65,Project,REG-04
BUD-202509-DEP-006-CC-120-CAT-013,2025,Q3,September,DEP-006,CC-120,CAT-013,26568.3,Project,REG-07
BUD-202509-DEP-007-CC-101-CAT-006,2025,Q3,September,DEP-007,CC-101,CAT-006,35171.31,Operating,REG-06
BUD-202509-DEP-007-CC-118-CAT-011,2025,Q3,September,DEP-007,CC-118,CAT-011,42546.12,Departmental,REG-07
BUD-202509-DEP-007-CC-105-CAT-002,2025,Q3,September,DEP-007,CC-105,CAT-002,23691.74,Departmental,REG-06
BUD-202509-DEP-007-CC-108-CAT-012,2025,Q3,September,DEP-007,CC-108,CAT-012,26675.52,Operating,REG-05
BUD-202509-DEP-007-CC-120-CAT-013,2025,Q3,September,DEP-007,CC-120,CAT-013,39303.43,Operating,REG-06
BUD-202509-DEP-007-CC-112-CAT-003,2025,Q3,September,DEP-007,CC-112,CAT-003,35732.6,Operating,REG-01
BUD-202509-DEP-007-CC-109-CAT-003,2025,Q3,September,DEP-007,CC-109,CAT-003,38064.13,Operating,REG-03
