Expense_ID,Date,Year,Quarter,Month,Department_ID,Cost_Center_ID,Category_ID,Subcategory_ID,Vendor_ID,Description,Budget_ID,Amount,Payment_Status,Region_ID
EXP-023469,2026-02-19,2026,Q1,February,DEP-008,CC-108,CAT-006,SUB-023,VEN-0089,Marketing expense,BUD-000776,1181.51,Paid,REG-06
EXP-023954,2026-02-19,2026,Q1,February,DEP-004,CC-102,CAT-007,SUB-003,VEN-0019,Cloud services,BUD-003630,1843.24,Approved,REG-03
EXP-024307,2026-02-19,2026,Q1,February,DEP-001,CC-103,CAT-006,SUB-030,VEN-0064,Marketing expense,BUD-003670,31150.45,Approved,REG-03
EXP-025802,2026-02-19,2026,Q1,February,DEP-004,CC-111,CAT-009,SUB-024,VEN-0075,Business travel,BUD-001988,5866.92,Approved,REG-03
EXP-026059,2026-02-19,2026,Q1,February,DEP-001,CC-108,CAT-012,SUB-031,VEN-0034,Maintenance service,BUD-000485,2288.58,Pending,REG-04
EXP-026462,2026-02-19,2026,Q1,February,DEP-005,CC-117,CAT-005,SUB-019,VEN-0028,Maintenance service,BUD-009169,5022.78,Paid,REG-01
EXP-027429,2026-02-19,2026,Q1,February,DEP-008,CC-114,CAT-001,SUB-031,VEN-0098,Cloud services,BUD-008344,3730.58,Pending,REG-02
EXP-028426,2026-02-19,2026,Q1,February,DEP-009,CC-116,CAT-009,SUB-011,VEN-0092,Utilities,BUD-004431,12884.18,Paid,REG-03
EXP-028853,2026-02-19,2026,Q1,February,DEP-004,CC-107,CAT-015,SUB-019,VEN-0070,Office supplies,BUD-003596,3078.78,Pending,REG-04
EXP-028869,2026-02-19,2026,Q1,February,DEP-010,CC-104,CAT-005,SUB-013,VEN-0081,Cloud services,BUD-001239,3720.39,Approved,REG-06
EXP-029395,2026-02-19,2026,Q1,February,DEP-010,CC-105,CAT-002,SUB-037,VEN-0014,Office supplies,BUD-001248,2721.25,Paid,REG-02
EXP-029591,2026-02-19,2026,Q1,February,DEP-004,CC-113,CAT-012,SUB-035,VEN-0011,Transportation,BUD-002597,6028.52,Paid,REG-02
EXP-031830,2026-02-19,2026,Q1,February,DEP-001,CC-101,CAT-010,SUB-019,VEN-0079,Business travel,BUD-008663,2715.0,Paid,REG-03
EXP-032736,2026-02-19,2026,Q1,February,DEP-002,CC-115,CAT-014,SUB-006,VEN-0040,Office supplies,BUD-003500,9659.35,Paid,REG-02
EXP-034500,2026-02-19,2026,Q1,February,DEP-003,CC-115,CAT-001,SUB-001,VEN-0048,Maintenance service,BUD-002601,1695.14,Rejected,REG-03
EXP-034511,2026-02-19,2026,Q1,February,DEP-004,CC-120,CAT-006,SUB-009,VEN-0063,Professional services,BUD-002465,21855.59,Paid,REG-01
EXP-034945,2026-02-19,2026,Q1,February,DEP-007,CC-101,CAT-004,SUB-010,VEN-0088,Professional services,BUD-001129,12214.15,Rejected,REG-04
EXP-035306,2026-02-19,2026,Q1,February,DEP-008,CC-107,CAT-003,SUB-036,VEN-0075,Facility expense,BUD-005105,9500.47,Paid,REG-05
EXP-035704,2026-02-19,2026,Q1,February,DEP-006,CC-105,CAT-012,SUB-016,VEN-0004,Utilities,BUD-004530,1901.39,Paid,REG-01
EXP-035773,2026-02-19,2026,Q1,February,DEP-006,CC-108,CAT-010,SUB-001,VEN-0030,Facility expense,BUD-002806,1918.68,Approved,REG-02
EXP-036902,2026-02-19,2026,Q1,February,DEP-004,CC-112,CAT-013,SUB-013,VEN-0071,Consulting fee,BUD-009437,15455.94,Approved,REG-06
EXP-037818,2026-02-19,2026,Q1,February,DEP-006,CC-107,CAT-003,SUB-012,VEN-0012,Recruitment expense,BUD-001730,448.21,Paid,REG-08
EXP-038177,2026-02-19,2026,Q1,February,DEP-009,CC-112,CAT-010,SUB-011,VEN-0002,Professional services,BUD-005974,4826.94,Paid,REG-06
EXP-039397,2026-02-19,2026,Q1,February,DEP-009,CC-110,CAT-006,SUB-038,VEN-0050,Business travel,BUD-002902,6730.46,Paid,REG-01
EXP-040259,2026-02-19,2026,Q1,February,DEP-001,CC-106,CAT-001,SUB-008,VEN-0038,Insurance expense,BUD-005535,2457.67,Paid,REG-04
EXP-040689,2026-02-19,2026,Q1,February,DEP-003,CC-107,CAT-006,SUB-033,VEN-0009,Facility expense,BUD-003899,3844.3,Approved,REG-02
EXP-040785,2026-02-19,2026,Q1,February,DEP-006,CC-113,CAT-010,SUB-006,VEN-0056,Recruitment expense,BUD-006143,6138.3,Pending,REG-07
EXP-040962,2026-02-19,2026,Q1,February,DEP-004,CC-117,CAT-007,SUB-009,VEN-0024,Cloud services,BUD-001371,11779.78,Paid,REG-06
EXP-042040,2026-02-19,2026,Q1,February,DEP-007,CC-106,CAT-003,SUB-018,VEN-0074,Employee training,BUD-007706,683.95,Paid,REG-04
EXP-042136,2026-02-19,2026,Q1,February,DEP-001,CC-107,CAT-011,SUB-001,VEN-0015,Marketing expense,BUD-003841,37714.64,Paid,REG-02
EXP-042695,2026-02-19,2026,Q1,February,DEP-010,CC-103,CAT-002,SUB-018,VEN-0034,Business travel,BUD-006761,15095.32,Paid,REG-07
EXP-045126,2026-02-19,2026,Q1,February,DEP-003,CC-118,CAT-014,SUB-037,VEN-0053,Software subscription,BUD-005822,1750.06,Pending,REG-04
EXP-045375,2026-02-19,2026,Q1,February,DEP-009,CC-117,CAT-009,SUB-005,VEN-0090,Utilities,BUD-005351,3226.72,Approved,REG-02
EXP-046913,2026-02-19,2026,Q1,February,DEP-010,CC-114,CAT-011,SUB-039,VEN-0036,Office supplies,BUD-007143,6117.95,Paid,REG-02
EXP-047544,2026-02-19,2026,Q1,February,DEP-004,CC-107,CAT-001,SUB-039,VEN-0052,Maintenance service,BUD-006716,11856.53,Paid,REG-02
EXP-047641,2026-02-19,2026,Q1,February,DEP-005,CC-105,CAT-013,SUB-039,VEN-0081,Marketing expense,BUD-001811,6187.85,Paid,REG-05
EXP-047793,2026-02-19,2026,Q1,February,DEP-008,CC-101,CAT-014,SUB-005,VEN-0071,Office supplies,BUD-005064,2126.89,Paid,REG-08
EXP-048920,2026-02-19,2026,Q1,February,DEP-002,CC-113,CAT-007,SUB-019,VEN-0038,Software subscription,BUD-006550,2496.17,Paid,REG-06
EXP-000227,2026-02-20,2026,Q1,February,DEP-002,CC-103,CAT-015,SUB-020,VEN-0067,Employee training,BUD-004713,12337.1,Paid,REG-04
EXP-001474,2026-02-20,2026,Q1,February,DEP-008,CC-105,CAT-004,SUB-018,VEN-0055,Consulting fee,BUD-004212,2654.22,Paid,REG-08
EXP-001821,2026-02-20,2026,Q1,February,DEP-007,CC-104,CAT-004,SUB-010,VEN-0034,Recruitment expense,BUD-003759,1686.17,Paid,REG-01
EXP-002507,2026-02-20,2026,Q1,February,DEP-003,CC-106,CAT-011,SUB-019,VEN-0072,Cloud services,BUD-007196,3958.53,Paid,REG-02
EXP-003430,2026-02-20,2026,Q1,February,DEP-002,CC-119,CAT-014,SUB-015,VEN-0093,Office supplies,BUD-008741,3367.46,Paid,REG-05
EXP-004555,2026-02-20,2026,Q1,February,DEP-004,CC-103,CAT-005,SUB-023,VEN-0071,Consulting fee,BUD-000639,10781.29,Rejected,REG-03
EXP-004619,2026-02-20,2026,Q1,February,DEP-003,CC-107,CAT-002,SUB-029,VEN-0037,Employee training,BUD-009996,7374.15,Approved,REG-05
EXP-005192,2026-02-20,2026,Q1,February,DEP-001,CC-120,CAT-004,SUB-011,VEN-0048,Equipment purchase,BUD-008995,9250.35,Pending,REG-08
EXP-005513,2026-02-20,2026,Q1,February,DEP-002,CC-114,CAT-008,SUB-026,VEN-0015,Software subscription,BUD-004055,7672.16,Paid,REG-08
EXP-006137,2026-02-20,2026,Q1,February,DEP-008,CC-103,CAT-003,SUB-009,VEN-0076,Consulting fee,BUD-001804,6934.1,Paid,REG-05
EXP-007296,2026-02-20,2026,Q1,February,DEP-007,CC-108,CAT-006,SUB-004,VEN-0063,Cloud services,BUD-006452,694.16,Paid,REG-01
EXP-007715,2026-02-20,2026,Q1,February,DEP-005,CC-106,CAT-010,SUB-010,VEN-0020,Transportation,BUD-002056,5785.17,Approved,REG-08
EXP-007812,2026-02-20,2026,Q1,February,DEP-005,CC-113,CAT-013,SUB-027,VEN-0030,Business travel,BUD-000862,5297.05,Pending,REG-01
EXP-008768,2026-02-20,2026,Q1,February,DEP-007,CC-111,CAT-001,SUB-040,VEN-0073,Insurance expense,BUD-003040,1232.79,Paid,REG-08
EXP-009487,2026-02-20,2026,Q1,February,DEP-002,CC-119,CAT-015,SUB-024,VEN-0030,Marketing expense,BUD-007361,891.95,Pending,REG-02
EXP-009489,2026-02-20,2026,Q1,February,DEP-002,CC-111,CAT-002,SUB-035,VEN-0033,Consulting fee,BUD-003243,6818.64,Paid,REG-08
EXP-009746,2026-02-20,2026,Q1,February,DEP-002,CC-102,CAT-015,SUB-026,VEN-0006,Marketing expense,BUD-006086,1778.07,Paid,REG-07
EXP-010688,2026-02-20,2026,Q1,February,DEP-004,CC-112,CAT-010,SUB-025,VEN-0036,Employee training,BUD-002996,7430.98,Paid,REG-05
EXP-011240,2026-02-20,2026,Q1,February,DEP-010,CC-106,CAT-006,SUB-011,VEN-0048,Equipment purchase,BUD-008144,7191.97,Paid,REG-03
EXP-011386,2026-02-20,2026,Q1,February,DEP-002,CC-102,CAT-003,SUB-021,VEN-0017,Recruitment expense,BUD-008668,5275.98,Paid,REG-04
EXP-011624,2026-02-20,2026,Q1,February,DEP-001,CC-115,CAT-006,SUB-033,VEN-0099,Marketing expense,BUD-001675,3297.6,Paid,REG-04
EXP-013690,2026-02-20,2026,Q1,February,DEP-009,CC-104,CAT-015,SUB-006,VEN-0011,Cloud services,BUD-003462,4974.56,Paid,REG-03
EXP-014200,2026-02-20,2026,Q1,February,DEP-009,CC-118,CAT-009,SUB-004,VEN-0011,Cloud services,BUD-008104,3834.68,Paid,REG-01
EXP-014672,2026-02-20,2026,Q1,February,DEP-010,CC-115,CAT-003,SUB-006,VEN-0010,Cloud services,BUD-006010,3405.02,Paid,REG-08
EXP-015520,2026-02-20,2026,Q1,February,DEP-001,CC-104,CAT-008,SUB-038,VEN-0065,Marketing expense,BUD-004882,11905.4,Pending,REG-04
EXP-016054,2026-02-20,2026,Q1,February,DEP-001,CC-105,CAT-002,SUB-023,VEN-0055,Employee training,BUD-003148,917.89,Paid,REG-02
EXP-016492,2026-02-20,2026,Q1,February,DEP-002,CC-109,CAT-007,SUB-015,VEN-0051,Office supplies,BUD-007103,4583.91,Paid,REG-06
EXP-016678,2026-02-20,2026,Q1,February,DEP-006,CC-113,CAT-010,SUB-021,VEN-0025,Recruitment expense,BUD-005170,12121.95,Paid,REG-03
EXP-016797,2026-02-20,2026,Q1,February,DEP-004,CC-107,CAT-002,SUB-020,VEN-0065,Insurance expense,BUD-007847,12920.35,Paid,REG-03
EXP-018430,2026-02-20,2026,Q1,February,DEP-007,CC-115,CAT-009,SUB-022,VEN-0047,Insurance expense,BUD-001363,863.87,Paid,REG-08
EXP-019613,2026-02-20,2026,Q1,February,DEP-003,CC-102,CAT-005,SUB-029,VEN-0030,Facility expense,BUD-000757,4721.47,Approved,REG-08
EXP-020235,2026-02-20,2026,Q1,February,DEP-003,CC-115,CAT-001,SUB-012,VEN-0096,Consulting fee,BUD-002766,18907.39,Approved,REG-08
EXP-020372,2026-02-20,2026,Q1,February,DEP-005,CC-107,CAT-014,SUB-035,VEN-0068,Transportation,BUD-002648,938.23,Paid,REG-07
EXP-020776,2026-02-20,2026,Q1,February,DEP-001,CC-116,CAT-012,SUB-011,VEN-0048,Recruitment expense,BUD-003062,6436.66,Pending,REG-05
EXP-021262,2026-02-20,2026,Q1,February,DEP-002,CC-117,CAT-015,SUB-009,VEN-0063,Recruitment expense,BUD-003356,4199.31,Approved,REG-08
EXP-021606,2026-02-20,2026,Q1,February,DEP-002,CC-112,CAT-010,SUB-028,VEN-0062,Insurance expense,BUD-001640,20485.72,Approved,REG-05
EXP-022690,2026-02-20,2026,Q1,February,DEP-007,CC-103,CAT-010,SUB-027,VEN-0011,Business travel,BUD-000775,47672.39,Paid,REG-08
EXP-023519,2026-02-20,2026,Q1,February,DEP-004,CC-114,CAT-003,SUB-019,VEN-0023,Utilities,BUD-009448,22789.01,Pending,REG-03
EXP-024743,2026-02-20,2026,Q1,February,DEP-009,CC-110,CAT-010,SUB-018,VEN-0100,Cloud services,BUD-008650,1707.07,Paid,REG-06
EXP-025132,2026-02-20,2026,Q1,February,DEP-007,CC-115,CAT-013,SUB-031,VEN-0004,Software subscription,BUD-008194,1484.29,Paid,REG-02
EXP-025416,2026-02-20,2026,Q1,February,DEP-008,CC-114,CAT-008,SUB-012,VEN-0018,Transportation,BUD-003843,17123.86,Paid,REG-02
EXP-025495,2026-02-20,2026,Q1,February,DEP-003,CC-103,CAT-005,SUB-017,VEN-0055,Professional services,BUD-002037,9553.83,Pending,REG-06
EXP-026991,2026-02-20,2026,Q1,February,DEP-005,CC-102,CAT-002,SUB-033,VEN-0032,Maintenance service,BUD-004064,4694.87,Paid,REG-04
EXP-027040,2026-02-20,2026,Q1,February,DEP-001,CC-114,CAT-010,SUB-009,VEN-0016,Insurance expense,BUD-003003,2330.47,Paid,REG-05
EXP-027266,2026-02-20,2026,Q1,February,DEP-004,CC-108,CAT-013,SUB-017,VEN-0058,Professional services,BUD-008581,8388.98,Paid,REG-03
EXP-027690,2026-02-20,2026,Q1,February,DEP-002,CC-110,CAT-013,SUB-027,VEN-0098,Utilities,BUD-007577,24906.7,Paid,REG-01
EXP-028015,2026-02-20,2026,Q1,February,DEP-009,CC-113,CAT-004,SUB-032,VEN-0099,Transportation,BUD-007876,2380.81,Paid,REG-08
EXP-029863,2026-02-20,2026,Q1,February,DEP-010,CC-101,CAT-001,SUB-031,VEN-0014,Maintenance service,BUD-004388,20595.96,Approved,REG-05
EXP-030553,2026-02-20,2026,Q1,February,DEP-007,CC-102,CAT-012,SUB-001,VEN-0082,Office supplies,BUD-003084,1143.51,Paid,REG-07
EXP-031497,2026-02-20,2026,Q1,February,DEP-004,CC-118,CAT-010,SUB-020,VEN-0037,Office supplies,BUD-001064,15978.63,Paid,REG-01
EXP-032218,2026-02-20,2026,Q1,February,DEP-010,CC-113,CAT-007,SUB-037,VEN-0027,Office supplies,BUD-009669,11946.57,Paid,REG-01
EXP-032641,2026-02-20,2026,Q1,February,DEP-009,CC-103,CAT-008,SUB-040,VEN-0083,Recruitment expense,BUD-009669,349.3,Paid,REG-07
EXP-034821,2026-02-20,2026,Q1,February,DEP-003,CC-109,CAT-012,SUB-003,VEN-0099,Employee training,BUD-009798,873.09,Paid,REG-04
EXP-035614,2026-02-20,2026,Q1,February,DEP-009,CC-116,CAT-006,SUB-021,VEN-0039,Employee training,BUD-009690,1688.13,Paid,REG-02
EXP-037020,2026-02-20,2026,Q1,February,DEP-009,CC-120,CAT-012,SUB-027,VEN-0035,Equipment purchase,BUD-003309,5244.05,Approved,REG-07
EXP-037254,2026-02-20,2026,Q1,February,DEP-004,CC-116,CAT-007,SUB-006,VEN-0060,Utilities,BUD-005449,1450.38,Pending,REG-07
EXP-037362,2026-02-20,2026,Q1,February,DEP-008,CC-101,CAT-010,SUB-007,VEN-0090,Transportation,BUD-009715,5173.68,Pending,REG-04
EXP-037571,2026-02-20,2026,Q1,February,DEP-002,CC-101,CAT-002,SUB-014,VEN-0098,Consulting fee,BUD-006967,1875.57,Paid,REG-05
EXP-037869,2026-02-20,2026,Q1,February,DEP-002,CC-101,CAT-002,SUB-023,VEN-0089,Insurance expense,BUD-005938,9497.82,Pending,REG-07
EXP-038606,2026-02-20,2026,Q1,February,DEP-009,CC-107,CAT-007,SUB-040,VEN-0065,Employee training,BUD-001367,7421.14,Pending,REG-05
EXP-038726,2026-02-20,2026,Q1,February,DEP-004,CC-103,CAT-007,SUB-028,VEN-0065,Consulting fee,BUD-003923,10343.8,Paid,REG-03
EXP-038744,2026-02-20,2026,Q1,February,DEP-009,CC-118,CAT-006,SUB-036,VEN-0029,Marketing expense,BUD-003274,4375.0,Approved,REG-03
EXP-038864,2026-02-20,2026,Q1,February,DEP-005,CC-111,CAT-003,SUB-036,VEN-0058,Transportation,BUD-006984,6146.93,Paid,REG-03
EXP-040864,2026-02-20,2026,Q1,February,DEP-006,CC-119,CAT-012,SUB-017,VEN-0008,Office supplies,BUD-008701,12663.8,Approved,REG-08
EXP-041398,2026-02-20,2026,Q1,February,DEP-001,CC-101,CAT-004,SUB-017,VEN-0080,Recruitment expense,BUD-009052,3234.72,Pending,REG-01
EXP-042765,2026-02-20,2026,Q1,February,DEP-003,CC-109,CAT-012,SUB-016,VEN-0023,Maintenance service,BUD-000564,2970.74,Pending,REG-02
EXP-042962,2026-02-20,2026,Q1,February,DEP-008,CC-102,CAT-005,SUB-026,VEN-0092,Business travel,BUD-003245,6750.94,Pending,REG-08
EXP-043305,2026-02-20,2026,Q1,February,DEP-010,CC-119,CAT-009,SUB-007,VEN-0001,Transportation,BUD-009062,7412.87,Paid,REG-02
EXP-045072,2026-02-20,2026,Q1,February,DEP-006,CC-110,CAT-011,SUB-029,VEN-0067,Office supplies,BUD-004533,11071.39,Approved,REG-05
EXP-045305,2026-02-20,2026,Q1,February,DEP-007,CC-109,CAT-004,SUB-025,VEN-0028,Insurance expense,BUD-001817,2572.82,Paid,REG-06
EXP-045901,2026-02-20,2026,Q1,February,DEP-009,CC-110,CAT-006,SUB-016,VEN-0006,Office supplies,BUD-009550,9039.99,Paid,REG-06
EXP-046050,2026-02-20,2026,Q1,February,DEP-003,CC-104,CAT-006,SUB-015,VEN-0007,Business travel,BUD-006558,2996.33,Paid,REG-02
EXP-046812,2026-02-20,2026,Q1,February,DEP-005,CC-115,CAT-008,SUB-012,VEN-0055,Professional services,BUD-003733,7308.77,Paid,REG-02
EXP-048761,2026-02-20,2026,Q1,February,DEP-004,CC-105,CAT-013,SUB-028,VEN-0058,Insurance expense,BUD-005798,4124.93,Paid,REG-08
EXP-049038,2026-02-20,2026,Q1,February,DEP-001,CC-109,CAT-007,SUB-036,VEN-0025,Employee training,BUD-002371,5873.54,Pending,REG-01
EXP-049344,2026-02-20,2026,Q1,February,DEP-002,CC-119,CAT-012,SUB-007,VEN-0035,Equipment purchase,BUD-006526,2862.37,Paid,REG-08
EXP-000507,2026-02-21,2026,Q1,February,DEP-004,CC-120,CAT-006,SUB-027,VEN-0012,Recruitment expense,BUD-000365,14951.38,Pending,REG-01
EXP-002081,2026-02-21,2026,Q1,February,DEP-003,CC-111,CAT-005,SUB-008,VEN-0057,Consulting fee,BUD-003585,2993.37,Rejected,REG-02
EXP-003021,2026-02-21,2026,Q1,February,DEP-010,CC-112,CAT-013,SUB-017,VEN-0060,Recruitment expense,BUD-005423,4866.05,Paid,REG-02
EXP-003491,2026-02-21,2026,Q1,February,DEP-007,CC-110,CAT-008,SUB-003,VEN-0060,Software subscription,BUD-000870,4132.64,Paid,REG-07
EXP-005165,2026-02-21,2026,Q1,February,DEP-009,CC-103,CAT-015,SUB-005,VEN-0068,Professional services,BUD-005540,2352.72,Pending,REG-01
EXP-009973,2026-02-21,2026,Q1,February,DEP-004,CC-101,CAT-003,SUB-034,VEN-0090,Marketing expense,BUD-004383,7489.85,Pending,REG-02
EXP-010337,2026-02-21,2026,Q1,February,DEP-006,CC-109,CAT-004,SUB-002,VEN-0095,Marketing expense,BUD-000423,4560.16,Pending,REG-04
EXP-010380,2026-02-21,2026,Q1,February,DEP-006,CC-112,CAT-001,SUB-015,VEN-0065,Transportation,BUD-008836,1860.36,Paid,REG-08
EXP-010491,2026-02-21,2026,Q1,February,DEP-004,CC-104,CAT-001,SUB-008,VEN-0013,Business travel,BUD-000202,14325.2,Pending,REG-01
EXP-010557,2026-02-21,2026,Q1,February,DEP-003,CC-108,CAT-006,SUB-030,VEN-0078,Employee training,BUD-009824,4644.94,Approved,REG-06
EXP-010562,2026-02-21,2026,Q1,February,DEP-003,CC-106,CAT-001,SUB-012,VEN-0080,Recruitment expense,BUD-008778,2081.56,Paid,REG-03
EXP-010597,2026-02-21,2026,Q1,February,DEP-007,CC-101,CAT-015,SUB-007,VEN-0034,Software subscription,BUD-007219,3018.84,Pending,REG-05
EXP-010687,2026-02-21,2026,Q1,February,DEP-003,CC-105,CAT-009,SUB-035,VEN-0066,Cloud services,BUD-006980,2091.74,Pending,REG-07
EXP-011002,2026-02-21,2026,Q1,February,DEP-002,CC-111,CAT-003,SUB-017,VEN-0052,Maintenance service,BUD-003939,677.9,Approved,REG-01
EXP-011608,2026-02-21,2026,Q1,February,DEP-006,CC-102,CAT-001,SUB-020,VEN-0100,Software subscription,BUD-003785,3539.81,Paid,REG-07
EXP-011833,2026-02-21,2026,Q1,February,DEP-005,CC-111,CAT-003,SUB-003,VEN-0041,Insurance expense,BUD-001199,5359.82,Paid,REG-05
EXP-012261,2026-02-21,2026,Q1,February,DEP-007,CC-111,CAT-004,SUB-036,VEN-0066,Software subscription,BUD-003126,1092.88,Approved,REG-07
EXP-013227,2026-02-21,2026,Q1,February,DEP-009,CC-115,CAT-014,SUB-016,VEN-0011,Utilities,BUD-009827,9506.3,Paid,REG-08
EXP-013276,2026-02-21,2026,Q1,February,DEP-006,CC-116,CAT-007,SUB-027,VEN-0015,Insurance expense,BUD-005919,11387.29,Paid,REG-06
EXP-013794,2026-02-21,2026,Q1,February,DEP-009,CC-104,CAT-010,SUB-007,VEN-0099,Consulting fee,BUD-007682,11338.41,Rejected,REG-07
EXP-019268,2026-02-21,2026,Q1,February,DEP-009,CC-101,CAT-005,SUB-001,VEN-0039,Office supplies,BUD-005784,3717.78,Paid,REG-06
EXP-019696,2026-02-21,2026,Q1,February,DEP-006,CC-118,CAT-011,SUB-018,VEN-0071,Business travel,BUD-004694,2099.66,Paid,REG-04
EXP-019781,2026-02-21,2026,Q1,February,DEP-005,CC-109,CAT-011,SUB-026,VEN-0069,Marketing expense,BUD-006177,6713.71,Paid,REG-03
EXP-020737,2026-02-21,2026,Q1,February,DEP-007,CC-115,CAT-014,SUB-038,VEN-0079,Professional services,BUD-003033,14950.71,Paid,REG-03
EXP-021090,2026-02-21,2026,Q1,February,DEP-004,CC-103,CAT-002,SUB-024,VEN-0024,Facility expense,BUD-003524,9008.42,Paid,REG-08
EXP-021138,2026-02-21,2026,Q1,February,DEP-001,CC-112,CAT-010,SUB-017,VEN-0067,Marketing expense,BUD-000556,8097.89,Approved,REG-05
EXP-022068,2026-02-21,2026,Q1,February,DEP-008,CC-105,CAT-013,SUB-002,VEN-0068,Equipment purchase,BUD-003981,10285.62,Paid,REG-04
EXP-022438,2026-02-21,2026,Q1,February,DEP-008,CC-110,CAT-003,SUB-024,VEN-0021,Insurance expense,BUD-002402,788.39,Approved,REG-07
EXP-023565,2026-02-21,2026,Q1,February,DEP-006,CC-113,CAT-012,SUB-023,VEN-0032,Utilities,BUD-009129,13756.75,Approved,REG-06
EXP-023688,2026-02-21,2026,Q1,February,DEP-001,CC-117,CAT-001,SUB-012,VEN-0016,Office supplies,BUD-009432,6098.51,Paid,REG-06
EXP-023745,2026-02-21,2026,Q1,February,DEP-009,CC-111,CAT-001,SUB-036,VEN-0086,Transportation,BUD-003739,3846.23,Paid,REG-06
EXP-027175,2026-02-21,2026,Q1,February,DEP-009,CC-101,CAT-012,SUB-010,VEN-0041,Insurance expense,BUD-005351,1769.49,Paid,REG-04
EXP-027329,2026-02-21,2026,Q1,February,DEP-007,CC-110,CAT-015,SUB-026,VEN-0067,Consulting fee,BUD-004910,703.1,Paid,REG-05
EXP-027490,2026-02-21,2026,Q1,February,DEP-002,CC-101,CAT-001,SUB-037,VEN-0068,Equipment purchase,BUD-004824,8217.24,Rejected,REG-02
EXP-028151,2026-02-21,2026,Q1,February,DEP-004,CC-103,CAT-007,SUB-033,VEN-0028,Maintenance service,BUD-001654,1884.05,Paid,REG-04
EXP-028608,2026-02-21,2026,Q1,February,DEP-009,CC-107,CAT-011,SUB-022,VEN-0082,Facility expense,BUD-001698,8276.81,Approved,REG-03
EXP-032511,2026-02-21,2026,Q1,February,DEP-009,CC-114,CAT-007,SUB-012,VEN-0079,Consulting fee,BUD-003587,2644.94,Approved,REG-03
EXP-032915,2026-02-21,2026,Q1,February,DEP-004,CC-114,CAT-003,SUB-014,VEN-0072,Office supplies,BUD-002403,17928.23,Approved,REG-06
EXP-033151,2026-02-21,2026,Q1,February,DEP-010,CC-117,CAT-011,SUB-018,VEN-0071,Transportation,BUD-007541,7273.61,Approved,REG-04
EXP-033924,2026-02-21,2026,Q1,February,DEP-006,CC-105,CAT-004,SUB-033,VEN-0072,Consulting fee,BUD-008035,1666.11,Paid,REG-03
EXP-036426,2026-02-21,2026,Q1,February,DEP-004,CC-115,CAT-011,SUB-003,VEN-0049,Business travel,BUD-001727,10597.06,Paid,REG-04
EXP-036564,2026-02-21,2026,Q1,February,DEP-008,CC-104,CAT-014,SUB-009,VEN-0056,Maintenance service,BUD-004514,1031.89,Paid,REG-04
EXP-036975,2026-02-21,2026,Q1,February,DEP-010,CC-115,CAT-011,SUB-032,VEN-0091,Maintenance service,BUD-008657,1760.48,Paid,REG-05
EXP-037133,2026-02-21,2026,Q1,February,DEP-005,CC-112,CAT-006,SUB-024,VEN-0093,Equipment purchase,BUD-006974,67950.41,Paid,REG-05
EXP-038560,2026-02-21,2026,Q1,February,DEP-002,CC-119,CAT-003,SUB-003,VEN-0044,Recruitment expense,BUD-005478,13206.17,Paid,REG-01
EXP-038801,2026-02-21,2026,Q1,February,DEP-001,CC-101,CAT-001,SUB-019,VEN-0032,Employee training,BUD-006780,2631.0,Paid,REG-06
EXP-040086,2026-02-21,2026,Q1,February,DEP-007,CC-104,CAT-014,SUB-014,VEN-0075,Business travel,BUD-005572,11683.11,Approved,REG-03
EXP-040215,2026-02-21,2026,Q1,February,DEP-003,CC-101,CAT-013,SUB-011,VEN-0059,Facility expense,BUD-006849,21213.18,Paid,REG-03
EXP-041454,2026-02-21,2026,Q1,February,DEP-004,CC-107,CAT-001,SUB-015,VEN-0067,Office supplies,BUD-007368,11436.61,Pending,REG-01
EXP-041800,2026-02-21,2026,Q1,February,DEP-008,CC-117,CAT-012,SUB-017,VEN-0001,Consulting fee,BUD-001015,1174.48,Rejected,REG-08
EXP-041928,2026-02-21,2026,Q1,February,DEP-006,CC-115,CAT-009,SUB-030,VEN-0046,Professional services,BUD-000409,4646.03,Pending,REG-01
EXP-042854,2026-02-21,2026,Q1,February,DEP-005,CC-105,CAT-005,SUB-007,VEN-0062,Facility expense,BUD-005214,3953.43,Pending,REG-02
EXP-043991,2026-02-21,2026,Q1,February,DEP-006,CC-113,CAT-006,SUB-003,VEN-0093,Maintenance service,BUD-002591,4563.1,Paid,REG-01
EXP-045758,2026-02-21,2026,Q1,February,DEP-003,CC-120,CAT-001,SUB-039,VEN-0008,Maintenance service,BUD-006767,663.58,Pending,REG-05
EXP-045829,2026-02-21,2026,Q1,February,DEP-004,CC-101,CAT-001,SUB-022,VEN-0067,Facility expense,BUD-001298,4911.93,Paid,REG-03
EXP-047376,2026-02-21,2026,Q1,February,DEP-003,CC-120,CAT-010,SUB-011,VEN-0016,Business travel,BUD-004859,2085.55,Paid,REG-04
EXP-048460,2026-02-21,2026,Q1,February,DEP-005,CC-118,CAT-004,SUB-010,VEN-0088,Professional services,BUD-009548,4518.67,Paid,REG-08
EXP-049912,2026-02-21,2026,Q1,February,DEP-003,CC-106,CAT-004,SUB-020,VEN-0076,Equipment purchase,BUD-003000,1596.87,Paid,REG-03
EXP-000523,2026-02-22,2026,Q1,February,DEP-007,CC-110,CAT-010,SUB-032,VEN-0078,Facility expense,BUD-002177,10472.15,Paid,REG-06
